# lo0 lores lofreq freq dec resbin ridx weight widx noise166 flux10 snr10 hours snravg noise50 psf_area psf_sym psf_mean noise50k speed speed_avg
SKA1W8-C9B120 0 0 1400 -30 1.0-2.0arcsec 2 natural 0 1.3 7.90 5.91 18.83 6.52 2.4 5.5 0.08 1.3262 77 12 63
SKA1W8-C9B120 0 0 1000 -10 1.0-2.0arcsec 2 natural 0 2 10.00 5.04 17.57 6.75 3.6 5.2 0.06 1.2912 1.1e+02 17 69
SKA1W8 0 0 1000 -10 0.4-1.0arcsec 0 natural 0 1.3 10.00 7.75 10.78 8.61 2.4 1.2 0.05 0.6215 74 41 71
SKASUR 0 0 1000 -50 10.0-60.0arcsec 6 natural 0 3.7 10.00 2.68 94.93 2.90 6.8 8.5e+02 0.04 16.4989 2.1e+02 1.3e+02 1.7e+02
SKA1V8 0 0 650 -50 0.4-1.0arcsec 0 natural 0 1.9 13.52 7.02 16.55 6.95 3.5 1.5 0.12 0.6911 1.1e+02 80 50
SKA1W8-12C0B120 0 0 1000 -30 0.4-1.0arcsec 0 natural 0 1.1 10.00 8.74 8.68 9.60 2.1 1.2 0.10 0.6293 66 52 86
SKA1W8 0 0 800 -30 10.0-60.0arcsec 6 natural 0 1.2 11.69 9.48 8.35 9.79 2.2 1.3e+03 0.02 20.3133 71 96 1.1e+02
SKASUR 0 0 800 -30 3.0-4.0arcsec 4 natural 0 9.8 11.69 1.20 347.93 1.52 18 36 0.08 3.4008 5.6e+02 26 43
SKA1W8-12C0B120 0 0 800 -30 10.0-100.0arcsec 7 natural 0 1 11.69 11.16 6.16 11.40 1.9 2.3e+03 0.01 26.8437 60 1.3e+02 1.6e+02
SKA1W8-V2 0 0 1400 -10 2.0-3.0arcsec 3 natural 0 1.6 7.90 5.03 37.70 4.61 2.9 17 0.11 2.3594 91 8.9 27
SKA1V8 0 0 650 -10 0.4-1.0arcsec 0 natural 0 2 13.52 6.79 16.93 6.87 3.6 1.5 0.08 0.6929 1.1e+02 75 47
SKA1V8-C9B120 0 0 1400 -30 0.4-1.0arcsec 0 natural 0 0.93 7.90 8.54 17.34 6.79 1.7 1.1 0.08 0.5790 53 26 40
SKA1W8-C9B120 0 0 1400 -30 10.0-100.0arcsec 7 natural 0 0.71 7.90 11.16 6.65 10.97 1.3 2.2e+03 0.02 26.3378 41 44 1.5e+02
SKA1V8 0 0 1000 -50 3.0-10.0arcsec 5 natural 0 1.4 10.00 6.91 12.00 8.16 2.6 86 0.05 5.2393 83 33 75
SKA1V8 0 0 650 -30 10.0-60.0arcmin 8 natural 0 5.3 13.52 2.54 261.19 1.75 9.7 2.1e+06 0.01 814.6448 3.1e+02 10 5.5
SKA1V8 0 0 1400 -10 3.0-4.0arcsec 4 natural 0 2 7.90 4.00 54.37 3.84 3.6 35 0.04 3.3503 1.1e+02 5.6 17
SKA1W8-V2 0 0 800 -30 2.0-3.0arcsec 3 natural 0 2.7 11.69 4.26 37.45 4.62 5 17 0.00 2.3302 1.6e+02 19 27
SKA1W8-V2 0 0 1400 -10 10.0-100.0arcsec 7 natural 0 0.66 7.90 11.98 6.14 11.41 1.2 2.6e+03 0.06 28.8201 38 50 1.5e+02
SKASUR1 0 0 800 -10 1.0-2.0arcsec 2 natural 0 8 11.69 1.47 270.11 1.72 15 7.9 0.39 1.6332 4.6e+02 39 57
SKA1V8 0 0 1400 -30 2.0-3.0arcsec 3 natural 0 1.6 7.90 4.91 37.13 4.64 2.9 17 0.10 2.3456 93 8.4 26
SKA1V8-C9B120 0 0 1400 -50 1.0-2.0arcsec 2 natural 0 1.1 7.90 7.15 17.72 6.72 2 5.5 0.07 1.3194 64 18 53
SKA1W8-C9B120 0 0 1400 -30 3.0-4.0arcsec 4 natural 0 2.1 7.90 3.82 62.13 3.59 3.8 35 0.05 3.3377 1.2e+02 5.1 15
SKASUR1 0 0 1000 -50 0.4-1.0arcsec 0 natural 0 15 10.00 0.67 1641.07 0.70 27 2.8 0.41 0.9810 8.6e+02 8.1 14
SKA1W8-C9B120 0 0 1400 -50 10.0-60.0arcmin 8 natural 0 7.7 7.90 1.03 261.61 1.75 14 1.6e+06 0.03 715.5258 4.4e+02 0.37 5.6
SKA1W8 0 0 1400 -30 10.0-60.0arcmin 8 natural 0 7.6 7.90 1.04 259.65 1.76 14 1.6e+06 0.02 716.1607 4.4e+02 0.38 5.6
SKA1W8-V2 0 0 1400 -30 2.0-3.0arcsec 3 natural 0 1.6 7.90 5.04 37.45 4.62 2.9 17 0.15 2.3611 90 8.9 27
SKASUR1 0 0 650 -50 10.0-60.0arcsec 6 natural 0 3 13.52 4.55 56.44 3.77 5.4 1.1e+03 0.15 19.1257 1.7e+02 3.7e+02 2.7e+02
SKA1W8 0 0 1000 -10 3.0-4.0arcsec 4 natural 0 3.5 10.00 2.89 69.37 3.40 6.3 35 0.10 3.3296 2e+02 5.7 14
SKA1V8-C9B120 0 0 800 -50 3.0-10.0arcsec 5 natural 0 1.4 11.69 8.37 10.51 8.72 2.5 82 0.05 5.0994 80 75 88
SKA1W8-12C0B120 0 0 650 -10 3.0-10.0arcsec 5 natural 0 1.6 13.52 8.39 14.33 7.47 2.9 75 0.00 4.8895 93 1.1e+02 66
SKASUR 0 0 1000 -50 3.0-10.0arcsec 5 natural 0 2.4 10.00 4.17 61.13 3.62 4.4 86 0.03 5.2282 1.4e+02 3.1e+02 2.4e+02
SKA1W8-C9B120 0 0 1000 -10 10.0-60.0arcmin 8 natural 0 8 10.00 1.25 237.81 1.83 15 1.9e+06 0.02 781.4314 4.6e+02 1.1 6.1
SKA1W8-12C0B120 0 0 800 -30 1.0-2.0arcsec 2 natural 0 1.6 11.69 7.40 14.08 7.54 2.9 5.1 0.03 1.2719 91 59 88
SKASUR 0 0 800 -50 0.4-2.0arcsec 1 natural 0 5.2 11.69 2.25 113.00 2.66 9.5 5.5 0.26 1.3363 3e+02 91 1.3e+02
SKASUR 0 0 800 -30 10.0-100.0arcsec 7 natural 0 3.8 11.69 3.09 88.22 3.01 6.9 8.8e+02 0.08 16.7888 2.2e+02 1.7e+02 1.8e+02
SKA1V8-C9B120 0 0 800 -50 10.0-60.0arcsec 6 natural 0 1.2 11.69 10.05 7.40 10.40 2.1 1.1e+03 0.02 19.0782 67 1.1e+02 1.3e+02
SKA1W8-V2 0 0 800 -50 10.0-60.0arcmin 8 natural 0 6.3 11.69 1.85 250.66 1.79 12 2e+06 0.00 793.8355 3.6e+02 3.7 5.8
SKA1V8-C9B120 0 0 1000 -10 10.0-60.0arcsec 6 natural 0 1.2 10.00 8.48 7.44 10.37 2.1 1.2e+03 0.01 19.7286 68 49 1.3e+02
SKA1W8-C9B120 0 0 800 -30 10.0-60.0arcmin 8 natural 0 6.5 11.69 1.80 262.39 1.75 12 2e+06 0.01 790.8395 3.7e+02 3.5 5.6
SKA1V8 0 0 800 -50 1.0-2.0arcsec 2 natural 0 2 11.69 5.87 21.16 6.15 3.6 5.9 0.03 1.3691 1.1e+02 37 44
SKA1W8 0 0 650 -30 3.0-10.0arcsec 5 natural 0 1.7 13.52 7.83 15.27 7.24 3.1 75 0.07 4.8789 1e+02 99 59
SKA1W8-V2 0 0 1400 -10 10.0-60.0arcsec 6 natural 0 0.76 7.90 10.40 8.78 9.55 1.4 1.7e+03 0.05 23.1959 44 38 1e+02
SKA1V8-C9B120 0 0 1000 -30 3.0-4.0arcsec 4 natural 0 2.9 10.00 3.51 46.79 4.13 5.2 35 0.08 3.3481 1.6e+02 8.4 20
SKASUR 0 0 1400 -10 2.0-3.0arcsec 3 natural 0 4.7 7.90 1.67 274.57 1.71 8.6 18 0.07 2.3866 2.7e+02 50 53
SKA1W8-C9B120 0 0 650 -10 0.4-2.0arcsec 1 natural 0 1.2 13.52 11.59 6.50 11.09 2.1 3.1 0.06 0.9879 67 2.2e+02 1.3e+02
SKASUR1 0 0 650 -30 0.4-2.0arcsec 1 natural 0 8.3 13.52 1.63 194.27 2.03 15 11 0.45 1.9518 4.8e+02 48 78
SKA1V8-C9B120 0 0 1000 -30 0.4-1.0arcsec 0 natural 0 1.7 10.00 6.01 17.34 6.79 3 1.2 0.08 0.6279 96 25 40
SKA1W8-12C0B120 0 0 650 -10 3.0-4.0arcsec 4 natural 0 3.4 13.52 3.96 60.72 3.63 6.2 35 0.07 3.3423 2e+02 25 15
SKA1V8 0 0 1400 -10 1.0-2.0arcsec 2 natural 0 1.2 7.90 6.65 20.84 6.20 2.2 5.5 0.06 1.3216 68 15 45
SKA1W8-12C0B120 0 0 1000 -50 0.4-2.0arcsec 1 natural 0 0.98 10.00 10.20 5.48 12.08 1.8 1.7 0.09 0.7419 57 71 1.6e+02
SKA1V8 0 0 650 -30 2.0-3.0arcsec 3 natural 0 2.5 13.52 5.31 37.13 4.64 4.6 17 0.07 2.3515 1.5e+02 46 26
SKA1V8 0 0 1000 -10 10.0-60.0arcsec 6 natural 0 1.2 10.00 8.57 7.37 10.42 2.1 1.3e+03 0.02 20.5751 67 50 1.3e+02
SKA1W8-C9B120 0 0 1400 -50 10.0-60.0arcsec 6 natural 0 0.8 7.90 9.93 8.72 9.58 1.4 1.5e+03 0.02 21.5965 46 35 1.1e+02
SKA1W8-V2 0 0 1000 -10 10.0-60.0arcmin 8 natural 0 7.8 10.00 1.28 231.19 1.86 14 1.9e+06 0.02 781.4811 4.5e+02 1.1 6.2
SKASUR1 0 0 1400 -50 10.0-60.0arcsec 6 natural 0 3.1 7.90 2.59 56.44 3.77 5.6 7.2e+02 0.04 15.1910 1.8e+02 1.2e+02 2.7e+02
SKA1W8 0 0 1400 -30 0.4-1.0arcsec 0 natural 0 0.8 7.90 9.89 10.42 8.76 1.5 0.85 0.10 0.5219 46 34 77
SKA1V8-C9B120 0 0 650 -10 3.0-10.0arcsec 5 natural 0 1.4 13.52 9.60 10.48 8.74 2.6 76 0.01 4.9281 81 1.5e+02 87
SKASUR 0 0 1000 -30 10.0-60.0arcsec 6 natural 0 3.8 10.00 2.66 94.59 2.91 6.9 8.6e+02 0.05 16.5812 2.2e+02 1.3e+02 1.7e+02
SKA1W8 0 0 1000 -50 2.0-3.0arcsec 3 natural 0 3 10.00 3.36 45.40 4.20 5.4 17 0.04 2.3444 1.7e+02 7.7 22
SKA1V8-C9B120 0 0 1400 -50 3.0-10.0arcsec 5 natural 0 0.85 7.90 9.35 10.51 8.72 1.5 83 0.03 5.1285 49 31 88
SKA1V8-C9B120 0 0 650 -30 10.0-60.0arcsec 6 natural 0 1.1 13.52 12.15 7.29 10.48 2 1.2e+03 0.02 19.5967 64 2.4e+02 1.4e+02
SKA1W8-C9B120 0 0 800 -50 10.0-60.0arcmin 8 natural 0 6.4 11.69 1.82 261.61 1.75 12 2e+06 0.00 792.9163 3.7e+02 3.5 5.6
SKASUR1 0 0 1400 -10 0.4-1.0arcsec 0 natural 0 6.2 7.90 1.27 1398.98 0.76 11 2.2 0.41 0.8757 3.6e+02 29 15
SKASUR 0 0 800 -50 3.0-10.0arcsec 5 natural 0 3.4 11.69 3.41 61.13 3.62 6.2 95 0.00 5.4968 2e+02 2.1e+02 2.4e+02
SKA1W8-12C0B120 0 0 650 -10 0.4-2.0arcsec 1 natural 0 1 13.52 13.10 5.39 12.19 1.9 3.4 0.04 1.0391 59 2.8e+02 1.7e+02
SKA1V8-C9B120 0 0 1400 -30 1.0-2.0arcsec 2 natural 0 1.1 7.90 7.15 17.54 6.75 2 5.5 0.08 1.3249 64 18 54
SKASUR 0 0 1400 -50 3.0-10.0arcsec 5 natural 0 2.6 7.90 3.10 61.13 3.62 4.7 74 0.07 4.8506 1.5e+02 1.7e+02 2.4e+02
SKA1W8 0 0 1400 -50 0.4-2.0arcsec 1 natural 0 0.67 7.90 11.86 6.70 10.93 1.2 1.2 0.09 0.6119 38 49 1.3e+02
SKASUR 0 0 650 -10 0.4-1.0arcsec 0 natural 0 27 13.52 0.51 362.42 1.49 49 2.5 0.30 0.9123 1.5e+03 4.6 49
SKA1W8 0 0 1400 -50 3.0-10.0arcsec 5 natural 0 1 7.90 7.85 15.27 7.24 1.8 87 0.01 5.2564 58 22 59
SKA1W8-C9B120 0 0 800 -30 0.4-1.0arcsec 0 natural 0 1.3 11.69 8.88 9.54 9.16 2.4 1.5 0.13 0.7025 76 84 87
SKA1W8-V2 0 0 650 -10 0.4-1.0arcsec 0 natural 0 1.8 13.52 7.41 11.16 8.47 3.3 2.1 0.04 0.8083 1.1e+02 89 63
SKA1V8-C9B120 0 0 800 -30 10.0-100.0arcsec 7 natural 0 0.98 11.69 11.89 5.65 11.90 1.8 1.6e+03 0.00 22.8338 57 1.5e+02 1.8e+02
SKASUR1 0 0 1000 -30 2.0-3.0arcsec 3 natural 0 5.9 10.00 1.68 365.42 1.48 11 18 0.13 2.3657 3.4e+02 51 40
SKASUR1 0 0 1000 -10 10.0-60.0arcsec 6 natural 0 2.5 10.00 3.94 55.01 3.81 4.6 8.5e+02 0.11 16.5068 1.5e+02 2.8e+02 2.8e+02
SKA1W8 0 0 1000 -30 10.0-60.0arcmin 8 natural 0 8.3 10.00 1.20 259.65 1.76 15 1.9e+06 0.03 776.1893 4.8e+02 0.99 5.6
SKA1W8 0 0 1000 -30 2.0-3.0arcsec 3 natural 0 2.9 10.00 3.41 45.67 4.19 5.3 17 0.06 2.3328 1.7e+02 8 22
SKASUR 0 0 1400 -30 0.4-2.0arcsec 1 natural 0 2.8 7.90 2.78 108.82 2.71 5.2 2.7 0.27 0.9381 1.6e+02 1.4e+02 1.4e+02
SKASUR1 0 0 1000 -10 0.4-2.0arcsec 1 natural 0 4.1 10.00 2.46 192.32 2.04 7.4 6.2 0.35 1.4412 2.3e+02 1.1e+02 79
SKA1W8-12C0B120 0 0 1000 -50 2.0-3.0arcsec 3 natural 0 3 10.00 3.36 35.77 4.73 5.4 18 0.03 2.3675 1.7e+02 7.7 30
SKA1V8 0 0 800 -50 0.4-1.0arcsec 0 natural 0 1.7 11.69 6.84 16.55 6.95 3.1 1.2 0.12 0.6181 99 50 50
SKA1W8-12C0B120 0 0 800 -30 10.0-60.0arcsec 6 natural 0 1.2 11.69 9.43 8.47 9.72 2.3 1.3e+03 0.02 20.4622 71 95 1.1e+02
SKA1W8 0 0 1400 -10 0.4-2.0arcsec 1 natural 0 0.67 7.90 11.79 6.88 10.78 1.2 1.2 0.09 0.6212 39 49 1.3e+02
SKA1W8 0 0 800 -10 10.0-100.0arcsec 7 natural 0 1 11.69 11.32 6.07 11.48 1.9 2.2e+03 0.07 26.3473 60 1.4e+02 1.6e+02
SKA1W8 0 0 800 -30 3.0-4.0arcsec 4 natural 0 3.4 11.69 3.42 65.79 3.49 6.2 36 0.10 3.3736 2e+02 13 15
SKA1W8-C9B120 0 0 650 -10 2.0-3.0arcsec 3 natural 0 2.7 13.52 4.98 42.61 4.33 4.9 17 0.12 2.3565 1.6e+02 40 23
SKASUR1 0 0 800 -30 10.0-60.0arcmin 8 natural 0 53 11.69 0.22 19257.87 0.20 96 2.9e+06 0.27 973.6785 3e+03 0.88 0.86
SKA1W8-12C0B120 0 0 1000 -30 1.0-2.0arcsec 2 natural 0 1.8 10.00 5.49 14.08 7.54 3.3 5.4 0.07 1.3152 1.1e+02 21 88
SKA1W8-C9B120 0 0 1400 -30 0.4-2.0arcsec 1 natural 0 0.66 7.90 12.01 6.28 11.28 1.2 1.1 0.08 0.6030 38 51 1.5e+02
SKA1V8 0 0 1000 -50 10.0-60.0arcmin 8 natural 0 8.3 10.00 1.21 257.08 1.76 15 1.9e+06 0.02 775.0471 4.8e+02 1 5.6
SKA1V8-C9B120 0 0 800 -50 10.0-100.0arcsec 7 natural 0 1 11.69 11.41 5.88 11.66 1.9 1.6e+03 0.02 22.8855 59 1.4e+02 1.7e+02
SKA1W8 0 0 1000 -50 10.0-60.0arcmin 8 natural 0 8.3 10.00 1.21 257.85 1.76 15 1.9e+06 0.02 775.0471 4.8e+02 1 5.6
SKASUR 0 0 1400 -10 1.0-2.0arcsec 2 natural 0 4.1 7.90 1.91 181.11 2.10 7.5 5.6 0.13 1.3440 2.4e+02 66 81
SKASUR1 0 0 800 -50 2.0-3.0arcsec 3 natural 0 8.3 11.69 1.40 344.70 1.52 15 17 0.09 2.3611 4.8e+02 35 43
SKA1W8-V2 0 0 800 -10 10.0-100.0arcsec 7 natural 0 1.1 11.69 11.13 6.14 11.41 1.9 2.4e+03 0.08 27.4551 61 1.3e+02 1.5e+02
SKA1V8 0 0 1000 -50 2.0-3.0arcsec 3 natural 0 2.7 10.00 3.73 36.79 4.66 4.9 17 0.02 2.3406 1.5e+02 9.5 26
SKA1V8-C9B120 0 0 1000 -50 1.0-2.0arcsec 2 natural 0 1.8 10.00 5.60 17.72 6.72 3.3 5.7 0.05 1.3526 1e+02 22 53
SKASUR 0 0 650 -30 2.0-3.0arcsec 3 natural 0 7.7 13.52 1.76 276.84 1.70 14 17 0.24 2.3604 4.4e+02 56 53
SKA1V8-C9B120 0 0 800 -10 10.0-60.0arcmin 8 natural 0 6.1 11.69 1.90 234.48 1.85 11 2e+06 0.00 797.8332 3.5e+02 3.9 6.2
SKA1W8-12C0B120 0 0 1400 -30 0.4-2.0arcsec 1 natural 0 0.6 7.90 13.18 5.48 12.08 1.1 1.2 0.10 0.6208 35 61 1.6e+02
SKA1W8-V2 0 0 1400 -10 0.4-2.0arcsec 1 natural 0 0.64 7.90 12.26 6.50 11.10 1.2 1.3 0.07 0.6482 37 53 1.4e+02
SKA1W8-C9B120 0 0 1400 -50 0.4-2.0arcsec 1 natural 0 0.66 7.90 12.06 6.38 11.20 1.2 1.1 0.07 0.5999 38 51 1.4e+02
SKASUR 0 0 1000 -50 1.0-2.0arcsec 2 natural 0 4 10.00 2.48 176.90 2.13 7.3 5.5 0.23 1.3339 2.3e+02 1.1e+02 83
SKA1W8-12C0B120 0 0 1400 -10 3.0-4.0arcsec 4 natural 0 2.3 7.90 3.38 60.72 3.63 4.3 35 0.01 3.3370 1.3e+02 4 15
SKA1W8 0 0 1400 -30 2.0-3.0arcsec 3 natural 0 1.8 7.90 4.31 45.67 4.19 3.3 17 0.07 2.3479 1.1e+02 6.5 22
SKA1W8-12C0B120 0 0 1400 -50 0.4-2.0arcsec 1 natural 0 0.6 7.90 13.14 5.48 12.08 1.1 1.2 0.08 0.6216 35 60 1.6e+02
SKASUR 0 0 1400 -10 10.0-100.0arcsec 7 natural 0 4.3 7.90 1.84 83.83 3.09 7.8 1e+03 0.07 17.8103 2.5e+02 61 1.9e+02
SKA1W8-V2 0 0 1000 -50 2.0-3.0arcsec 3 natural 0 3.1 10.00 3.26 37.55 4.62 5.6 17 0.04 2.3505 1.8e+02 7.3 28
SKASUR1 0 0 1400 -50 10.0-60.0arcmin 8 natural 0 71 7.90 0.11 20376.72 0.20 1.3e+02 1.8e+06 0.02 761.8067 4.1e+03 0.22 0.82
SKA1W8-C9B120 0 0 1400 -50 10.0-100.0arcsec 7 natural 0 0.7 7.90 11.29 6.53 11.07 1.3 2.2e+03 0.02 26.2143 40 45 1.5e+02
SKASUR 0 0 650 -30 3.0-10.0arcsec 5 natural 0 3.7 13.52 3.63 63.26 3.56 6.8 98 0.00 5.5980 2.1e+02 2.4e+02 2.3e+02
SKA1W8-C9B120 0 0 1400 -50 3.0-10.0arcsec 5 natural 0 0.94 7.90 8.41 13.62 7.66 1.7 84 0.03 5.1866 54 25 65
SKA1W8-V2 0 0 650 -10 10.0-60.0arcsec 6 natural 0 1.3 13.52 10.37 8.78 9.55 2.4 1.4e+03 0.10 21.0588 75 1.7e+02 1e+02
SKA1W8-C9B120 0 0 1000 -50 10.0-100.0arcsec 7 natural 0 1.1 10.00 9.13 6.53 11.07 2 2.1e+03 0.06 25.7909 63 57 1.5e+02
SKA1V8 0 0 800 -30 0.4-1.0arcsec 0 natural 0 1.7 11.69 6.73 16.80 6.90 3.2 1.2 0.14 0.6086 1e+02 48 49
SKA1W8-V2 0 0 650 -30 2.0-3.0arcsec 3 natural 0 2.4 13.52 5.53 37.45 4.62 4.5 17 0.07 2.3301 1.4e+02 50 27
SKA1W8-V2 0 0 1400 -30 10.0-60.0arcmin 8 natural 0 7.6 7.90 1.03 259.26 1.76 14 1.6e+06 0.02 716.1607 4.4e+02 0.37 5.6
SKA1W8-12C0B120 0 0 1400 -50 10.0-60.0arcmin 8 natural 0 7.5 7.90 1.06 257.53 1.76 14 1.6e+06 0.03 717.3603 4.3e+02 0.39 5.6
SKASUR 0 0 800 -50 10.0-100.0arcsec 7 natural 0 3.8 11.69 3.12 88.56 3.01 6.8 8.7e+02 0.07 16.6599 2.2e+02 1.7e+02 1.8e+02
SKASUR1 0 0 1400 -30 3.0-10.0arcsec 5 natural 0 2.5 7.90 3.14 79.81 3.17 4.6 95 0.13 5.5057 1.4e+02 1.8e+02 1.8e+02
SKASUR 0 0 1400 -10 10.0-60.0arcsec 6 natural 0 4.4 7.90 1.80 89.82 2.98 8 9.2e+02 0.07 17.1078 2.5e+02 58 1.8e+02
SKASUR 0 0 650 -50 10.0-100.0arcsec 7 natural 0 3.4 13.52 3.95 88.56 3.01 6.2 8.5e+02 0.05 16.4373 2e+02 2.8e+02 1.8e+02
SKA1W8-V2 0 0 1400 -10 0.4-1.0arcsec 0 natural 0 0.76 7.90 10.37 11.16 8.47 1.4 0.95 0.07 0.5513 44 38 63
SKA1V8 0 0 650 -30 3.0-10.0arcsec 5 natural 0 1.5 13.52 8.80 12.23 8.09 2.8 77 0.08 4.9420 89 1.3e+02 74
SKA1W8 0 0 1000 -10 10.0-60.0arcsec 6 natural 0 1.2 10.00 8.16 8.27 9.84 2.2 1.5e+03 0.03 21.5822 71 46 1.1e+02
SKA1W8-C9B120 0 0 800 -50 0.4-2.0arcsec 1 natural 0 1.1 11.69 10.74 6.38 11.20 2 2.2 0.10 0.8296 63 1.2e+02 1.4e+02
SKA1V8 0 0 1400 -50 3.0-4.0arcsec 4 natural 0 1.9 7.90 4.05 55.33 3.80 3.6 35 0.08 3.3408 1.1e+02 5.7 17
SKA1W8 0 0 1400 -10 3.0-4.0arcsec 4 natural 0 2.3 7.90 3.43 69.37 3.40 4.2 35 0.02 3.3460 1.3e+02 4.1 14
SKA1V8 0 0 650 -50 10.0-60.0arcmin 8 natural 0 5.3 13.52 2.56 257.08 1.76 9.6 2.1e+06 0.00 815.0991 3e+02 11 5.6
SKA1W8-12C0B120 0 0 1400 -30 2.0-3.0arcsec 3 natural 0 1.5 7.90 5.14 36.39 4.69 2.8 17 0.15 2.3418 89 9.3 28
SKASUR 0 0 800 -50 10.0-60.0arcmin 8 natural 0 50 11.69 0.23 17026.35 0.22 91 3e+06 0.20 975.8601 2.9e+03 0.98 0.96
SKA1V8 0 0 800 -30 2.0-3.0arcsec 3 natural 0 2.6 11.69 4.44 37.13 4.64 4.8 17 0.05 2.3480 1.5e+02 21 26
SKASUR1 0 0 1000 -50 10.0-60.0arcmin 8 natural 0 63 10.00 0.16 20376.72 0.20 1.2e+02 2.7e+06 0.17 936.8433 3.6e+03 0.45 0.82
SKA1W8-V2 0 0 1000 -30 10.0-100.0arcsec 7 natural 0 1 10.00 9.63 6.05 11.50 1.9 2.8e+03 0.02 29.5999 60 64 1.5e+02
SKASUR 0 0 1000 -30 1.0-2.0arcsec 2 natural 0 4 10.00 2.49 177.35 2.12 7.3 5.6 0.20 1.3458 2.3e+02 1.1e+02 83
SKA1W8 0 0 1400 -10 10.0-60.0arcsec 6 natural 0 0.74 7.90 10.61 8.27 9.84 1.4 1.6e+03 0.05 22.5646 43 39 1.1e+02
SKA1V8-C9B120 0 0 1000 -30 1.0-2.0arcsec 2 natural 0 1.8 10.00 5.56 17.54 6.75 3.3 5.7 0.10 1.3432 1e+02 21 54
SKA1W8-12C0B120 0 0 650 -10 2.0-3.0arcsec 3 natural 0 2.3 13.52 5.91 33.82 4.86 4.2 17 0.12 2.3280 1.3e+02 57 31
SKA1V8-C9B120 0 0 1400 -50 10.0-100.0arcsec 7 natural 0 0.68 7.90 11.64 5.88 11.66 1.2 1.8e+03 0.01 24.2307 39 47 1.7e+02
SKA1W8-V2 0 0 1000 -50 10.0-60.0arcsec 6 natural 0 1.3 10.00 7.94 8.80 9.53 2.3 1.6e+03 0.02 22.4975 73 43 1e+02
SKA1W8-12C0B120 0 0 650 -50 10.0-60.0arcmin 8 natural 0 5.3 13.52 2.55 257.53 1.76 9.6 2.1e+06 0.00 815.0991 3.1e+02 11 5.6
SKA1V8 0 0 650 -50 3.0-10.0arcsec 5 natural 0 1.5 13.52 8.86 12.00 8.16 2.8 78 0.05 4.9711 88 1.3e+02 75
SKASUR1 0 0 800 -10 3.0-10.0arcsec 5 natural 0 4.3 11.69 2.72 82.59 3.11 7.8 95 0.12 5.5233 2.5e+02 1.3e+02 1.8e+02
SKASUR 0 0 650 -10 1.0-2.0arcsec 2 natural 0 6.5 13.52 2.09 181.11 2.10 12 6.6 0.27 1.4621 3.7e+02 79 81
SKA1W8 0 0 1000 -10 10.0-100.0arcsec 7 natural 0 1 10.00 9.53 6.07 11.48 1.9 2.5e+03 0.05 27.9999 60 62 1.6e+02
SKA1W8-12C0B120 0 0 800 -10 3.0-4.0arcsec 4 natural 0 3.3 11.69 3.58 60.72 3.63 5.9 36 0.03 3.3941 1.9e+02 14 15
SKA1W8-V2 0 0 1000 -10 3.0-10.0arcsec 5 natural 0 1.6 10.00 6.20 15.34 7.22 2.9 75 0.05 4.8753 93 26 61
SKA1W8-12C0B120 0 0 650 -10 1.0-2.0arcsec 2 natural 0 1.3 13.52 10.22 13.21 7.78 2.4 4.9 0.06 1.2505 76 1.7e+02 92
SKA1V8-C9B120 0 0 1400 -30 3.0-10.0arcsec 5 natural 0 0.84 7.90 9.42 10.34 8.80 1.5 84 0.02 5.1641 48 31 89
SKA1V8-C9B120 0 0 800 -10 2.0-3.0arcsec 3 natural 0 2.4 11.69 4.81 31.10 5.07 4.4 17 0.04 2.3388 1.4e+02 25 32
SKA1W8 0 0 1000 -10 3.0-10.0arcsec 5 natural 0 1.7 10.00 5.95 15.66 7.15 3.1 85 0.02 5.1978 97 24 57
SKA1W8-12C0B120 0 0 1400 -50 2.0-3.0arcsec 3 natural 0 1.5 7.90 5.14 35.77 4.73 2.8 18 0.11 2.3684 89 9.2 30
SKA1V8 0 0 800 -10 2.0-3.0arcsec 3 natural 0 2.6 11.69 4.57 36.11 4.71 4.7 17 0.06 2.3423 1.5e+02 22 26
SKA1V8-C9B120 0 0 650 -30 10.0-100.0arcsec 7 natural 0 0.98 13.52 13.86 5.65 11.90 1.8 1.7e+03 0.02 23.4722 56 3.1e+02 1.8e+02
SKA1W8-12C0B120 0 0 1400 -30 3.0-10.0arcsec 5 natural 0 1 7.90 7.63 14.69 7.38 1.9 88 0.01 5.2881 60 20 64
SKASUR 0 0 800 -10 3.0-4.0arcsec 4 natural 0 9.5 11.69 1.24 354.12 1.50 17 36 0.02 3.3622 5.4e+02 28 42
SKA1W8-12C0B120 0 0 650 -50 10.0-100.0arcsec 7 natural 0 1 13.52 12.96 6.04 11.51 1.9 2.3e+03 0.05 27.1452 60 2.7e+02 1.6e+02
SKA1V8 0 0 650 -50 3.0-4.0arcsec 4 natural 0 3.2 13.52 4.25 55.33 3.80 5.8 35 0.04 3.3474 1.8e+02 29 17
SKA1V8-C9B120 0 0 650 -50 10.0-60.0arcsec 6 natural 0 1.1 13.52 12.04 7.40 10.40 2 1.2e+03 0.03 19.5855 65 2.4e+02 1.3e+02
SKASUR1 0 0 1400 -30 2.0-3.0arcsec 3 natural 0 5.5 7.90 1.44 365.42 1.48 10 18 0.13 2.3768 3.2e+02 37 40
